PO_Key,Package_Original,Subpackage_Original,Reassigned_Package,Reassigned_SubPackage,purchase_order_description,po_total_amount_ordered_in_usd_currency,material_group_description,Vendor Name,VBS Category1,VBS Category 2,,
450415047030,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Bonus arrears - Aug 15 to Sept 16,934.535051,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450415047040,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Minimum Wages - Jan 16 to Sep 16,744.784463,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450415047050,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Bonus Arrears - Aug 15 to Sep 16,2988.100639,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450417229820,#N/A,#N/A,#N/A,#N/A,GST @ 18%,63.428941,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450419169420,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,PRELIMS,383.025006,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450419169430,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,"JLL Supervision, overheads, prelims & Mg",3224.304499,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450419169720,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,PRELIMS,766.050012,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450419169730,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,"JLL Supervision, overheads, prelims & Mg",3350.99385,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450419171620,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,PRELIMS,2298.150035,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450419171630,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,"JLL Supervision, overheads, prelims & Mg",16349.46834,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450419173420,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,PRELIMS,766.050012,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450419173430,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,"JLL Supervision, overheads, prelims & Mg",3924.183111,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450423544720,#N/A,#N/A,#N/A,#N/A,Installation of 15mm thick open cell nit,104.948852,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450428679920,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials, TENSILE ROOFING,33859.68168,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450428679930,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials, MISCELLANIOUS ITEMS,4677.175232,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450428679940,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,JLL Fee,9967.750493,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450428679950,Maintenance,Office Equipment and Machinery Maint.,Taxes,Other Taxes,TOTAL TAXES,13737.04768,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450434543420,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,ANCILLARY WORKS,44410.31555,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450434543430,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,CORIAN WORKS,33974.69418,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450434543440,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Prelims,2760.300137,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450434543450,Non ZBB,Non ZBB Accounts,Maintenance,Industrial Equip & Machinery Maint. Materials (P&M),"JLL SUPERVISION, OVERHEADS .PRELIMS and",16001.73592,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450434543460,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,GCC - Wallpaper Package,13982.11632,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450434543470,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,"JLL SUPERVISION, OVERHEADS .PRELIMS and",2097.322049,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450435703420,Maintenance,Building & Facilities Maint. Materials,People,Training,ERT Training - Fire Safety,207.02251,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450435703430,Maintenance,Building & Facilities Maint. Materials,People,Training,ERT Training - Fire Evacuation,329.702516,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450274029820,#N/A,#N/A,#N/A,#N/A,Remote support for Network - additionall,1682.307264,IT/ TELECOM SERVICE,Microland Limited,Workplace - Technical Support,TECHNOLOGY,,
450288871620,#N/A,#N/A,#N/A,#N/A,ESS WITH 8X5XNBDOS SX10 HD w int 5x Cam,2097.015851,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450288871650,#N/A,#N/A,#N/A,#N/A,SWSS UPGRADES Telepresence Room Ba,1026.012633,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450294062620,Technology,Datacenter,Technology,Telecom Services,SNTC-8X5XNBDOS Catalyst 4500-X 16 Port 1,7397.905575,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450294062630,Technology,Datacenter,Technology,Telecom Services,SNTC-8X5XNBDOS Catalyst 3850 48 POE LAN,4920.97724,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450294062650,Technology,Datacenter,Technology,Telecom Services,SNTC-8X5XNBDOS Catalyst 3850 48 12mGig+3,6603.315508,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450294062680,Technology,Datacenter,Technology,Telecom Services,SNTC-8X5XNBDOS 802.11ac W2 AP w/CA;,3411.256951,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450294062690,Technology,Datacenter,Technology,Telecom Services,ESS WITH 8X5XNBDOS Cisco TPTable Mic,1808.37733,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4502940626100,#N/A,#N/A,#N/A,#N/A,ESS WITH 8X5XNBDOS Cisco SX80 Codec Spea,51704.56404,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4502940626110,#N/A,#N/A,#N/A,#N/A,SWSS UPGRADES Expressway Rich Media Sess,3024.921329,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4502940626120,#N/A,#N/A,#N/A,#N/A,SWSS UPGRADES Telepresence Room Ba,983.099836,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4502940626130,#N/A,#N/A,#N/A,#N/A,SNTC-8X5XNBDOS UCS C240 M4 SFF 8 HD w/o,2449.52876,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4502971629350,#N/A,#N/A,#N/A,#N/A,Installation Charges (7 & 8 PAX),678.512392,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
4502971629370,#N/A,#N/A,#N/A,#N/A,Installation Charges (Collab / Pub),339.256196,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450300191720,#N/A,#N/A,#N/A,#N/A,SNTC-8X5XNBDOS Catalyst 4500-X 16 Port 1,7397.905575,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450300191730,#N/A,#N/A,#N/A,#N/A,SNTC-8X5XNBDOS Catalyst 3850 48 POE LAN,4920.97724,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450300191750,#N/A,#N/A,#N/A,#N/A,SNTC-8X5XNBDOS Catalyst 3850 48 12mGig+3,6603.315508,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450300191780,#N/A,#N/A,#N/A,#N/A,SNTC-8X5XNBDOS 802.11ac W2 AP w/CA;,3411.256951,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450300191790,#N/A,#N/A,#N/A,#N/A,ESS WITH 8X5XNBDOS Cisco TPTable Mic,1808.37733,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4503001917100,#N/A,#N/A,#N/A,#N/A,ESS WITH 8X5XNBDOS Cisco SX80 Codec Spea,51704.56404,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4503001917110,#N/A,#N/A,#N/A,#N/A,SWSS UPGRADES Expressway Rich Media Sess,3024.921329,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4503001917120,#N/A,#N/A,#N/A,#N/A,SWSS UPGRADES Telepresence Room Ba,983.099836,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4503001917130,#N/A,#N/A,#N/A,#N/A,SNTC-8X5XNBDOS UCS C240 M4 SFF 8 HD w/o,2449.52876,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450300203720,#N/A,#N/A,#N/A,#N/A,"1000BASE-SX SFP transceiver module, MMF,",8.002737,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450300203730,#N/A,#N/A,#N/A,#N/A,"Catalyst 4500-X 16 Port 10G IP Base, Fro",256.08757,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450300203740,#N/A,#N/A,#N/A,#N/A,Catalyst 4500X 750W AC front to back coo,32.010946,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450300203750,#N/A,#N/A,#N/A,#N/A,Catalyst 4500X 750W AC front to back coo,32.010946,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450300203760,#N/A,#N/A,#N/A,#N/A,IP Base to Ent. Services license for 16,64.021892,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450300203770,#N/A,#N/A,#N/A,#N/A,Cisco Catalyst 3850 48 Port Full PoE LAN,182.462393,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450300203780,#N/A,#N/A,#N/A,#N/A,1100W AC Config 1 Secondary Power Supply,23.993251,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450300203790,#N/A,#N/A,#N/A,#N/A,Cisco Catalyst 3850 2 x 10GE Network Mod,40.013683,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037120,#N/A,#N/A,#N/A,#N/A,Cisco Catalyst 3850 48 Port (12 mGig+36,244.883738,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037130,#N/A,#N/A,#N/A,#N/A,1100W AC Config 1 Secondary Power Supply,24.00821,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037140,#N/A,#N/A,#N/A,#N/A,Cisco Catalyst 3850 2 x 10GE Network Mod,40.013683,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037150,#N/A,#N/A,#N/A,#N/A,10GBASE-SR SFP Module,63.702381,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037200,#N/A,#N/A,#N/A,#N/A,1000BASE-T SFP module for Cat 5 Copper,56.900803,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037210,#N/A,#N/A,#N/A,#N/A,802.11ac W2 AP w/CA; 4x4:3; Mod; Int Ant,198.06773,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037220,#N/A,#N/A,#N/A,#N/A,"Cisco SX80 Codec, Spker Trk 60, Tch 10",1355.005402,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037230,#N/A,#N/A,#N/A,#N/A,Cisco TelePresence Table Microphone 60,53.223733,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037240,#N/A,#N/A,#N/A,#N/A,Expressway Rich Media Session,66.63961,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037250,#N/A,#N/A,#N/A,#N/A,"TP Room Based Endpoint, Single or Multy",28.877164,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037260,#N/A,#N/A,#N/A,#N/A,"UCS C240 M4 SFF 8 HD w/o expdr,CPU,mem,H",40.522268,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037270,#N/A,#N/A,#N/A,#N/A,2.40 GHz E5-2640 v4/90W 10C/25MB Cache/D,71.419712,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037280,#N/A,#N/A,#N/A,#N/A,16GB DDR4-2400-MHz RDIMM/PC4-19200/singl,30.156106,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037290,#N/A,#N/A,#N/A,#N/A,600GB 12G SAS 10K RPM SFF HDD (4K),25.679959,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037300,#N/A,#N/A,#N/A,#N/A,Right PCIe Riser Board (Riser 1) (3 x8),1.859627,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037310,#N/A,#N/A,#N/A,#N/A,Qlogic QLE8442 dual-port 10G SFP+ NIC,14.613147,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037320,#N/A,#N/A,#N/A,#N/A,1200W / 800W V2 AC Power Supply for 2U C,18.822436,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037330,#N/A,#N/A,#N/A,#N/A,Ball Bearing Rail Kit for C220 M4 and C2,2.76431,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037340,#N/A,#N/A,#N/A,#N/A,Cisco 12G SAS Modular Raid Controller,8.242669,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037350,#N/A,#N/A,#N/A,#N/A,Cisco 12Gbps SAS 1GB FBWC Cache module (,15.291659,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037360,#N/A,#N/A,#N/A,#N/A,"10GBASE Active Optical SFP+ Cable, 10M",9.800735,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037370,#N/A,#N/A,#N/A,#N/A,"10GBASE Active Optical SFP+ Cable, 5M",3.266912,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037400,#N/A,#N/A,#N/A,#N/A,10GBASE-SR SFP Module,31.851191,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037410,#N/A,#N/A,#N/A,#N/A,Console Cable 6 ft with USB Type A and m,0.960328,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037450,#N/A,#N/A,#N/A,#N/A,"1000BASE-SX SFP transceiver module, MMF,",29.916772,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450305916820,Technology,Workplace,Technology,Telecom Services,SWSS UPGRADES Prime Infra 2.x -Assuranc,1612.430748,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450305916830,Technology,Workplace,Technology,Telecom Services,SWSS UPGRADES Cisco Prime Infrastr,609.042124,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450305916840,Technology,Workplace,Technology,Telecom Services,SWSS UPGRADES Prime Infrastructure,28.921226,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450305916850,Technology,Workplace,Technology,Telecom Services,SWSS UPGRADES Prime Infrastructure 2.2 S,7.613027,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450305922730,#N/A,#N/A,#N/A,#N/A,?SBC-1K-LIC-FXO Prem Maintenance (24x7),78.441877,IT/ TELECOM SERVICE,VELOCIS SYSTEMS PRIVATE LIMITED,Data Center – Facilities,TECHNOLOGY,,
450305922740,#N/A,#N/A,#N/A,#N/A,?SBC-1K-LIC-FXS? Prem Maintenance (24*7),81.056606,IT/ TELECOM SERVICE,VELOCIS SYSTEMS PRIVATE LIMITED,Data Center – Facilities,TECHNOLOGY,,
450305922750,#N/A,#N/A,#N/A,#N/A,?SBC-1K-LIC-T1E1 Prem Maintenance (24*7?,287.620215,IT/ TELECOM SERVICE,VELOCIS SYSTEMS PRIVATE LIMITED,Data Center – Facilities,TECHNOLOGY,,
450305922770,#N/A,#N/A,#N/A,#N/A,?SBC-1K-LIC25SIP? Prem Maintenance (24*7,317.151275,IT/ TELECOM SERVICE,VELOCIS SYSTEMS PRIVATE LIMITED,Data Center – Facilities,TECHNOLOGY,,
450306796720,Technology,Datacenter,Technology,Telecom Services,Internret Leased Line Monthly Charges,1157.492212,IT/ TELECOM SERVICE,Tata Communications Limited,Technology,TECHNOLOGY,,
450327129620,Technology,Telecom Services,Technology,Telecom Services,Internet Leased Line Monthly Charges,26772.03752,IT/ TELECOM SERVICE,Tata Communications Limited,Technology,TECHNOLOGY,,
450332199320,#N/A,#N/A,#N/A,#N/A,GAC One ABI implimentation Project Manag,,IT/ TELECOM SERVICE,"Insight Direct USA, Inc",Application Licenses Maintenance,TECHNOLOGY,,
450332199330,#N/A,#N/A,#N/A,#N/A,GAC One ABI implimentation Program Mgr,,IT/ TELECOM SERVICE,"Insight Direct USA, Inc",Application Licenses Maintenance,TECHNOLOGY,,
450391113620,Technology,Telecom Services,Taxes,Other Taxes,Service Tax @14%,9312.401994,IT/ TELECOM SERVICE,Bharti Airtel Limited,Telecom - Data Communication Services,TECHNOLOGY,,
450391113630,#N/A,#N/A,#N/A,#N/A,Swachh Bharat Cess and Krishi Kalyan @1%,665.525448,IT/ TELECOM SERVICE,Bharti Airtel Limited,Telecom - Data Communication Services,TECHNOLOGY,,
450352118420,Services,Administrative Support,Fees,Consulting (project-based),POC project with Graymatter Jr Resource,28675.78676,OTHER AUXILIARIES,GRAYMATTER SOFTWARE SERVICES PRIVAT,Application Support,TECHNOLOGY,,
450257167320,#N/A,#N/A,#N/A,#N/A,SHARP OPS - AMS JAN TO AUG 2017,,APPLICATION SUPPORT SERVICES,Wipro Limited,Application Support,TECHNOLOGY,,
450257167330,#N/A,#N/A,#N/A,#N/A,SHARP OPS - AMS FEB TO DEC 2016,,APPLICATION SUPPORT SERVICES,Wipro Limited,Application Support,TECHNOLOGY,,
450328897120,#N/A,#N/A,#N/A,#N/A,Tax Audit- Form 56F Vishnuday,738.538986,FINANCIAL AUDIT,VISHNU DAYA & CO,Recruitment,PEOPLE,,
450257167340,#N/A,#N/A,#N/A,#N/A,SHARP OPS - AMS JAN TO AUG 2017,,APPLICATION SUPPORT SERVICES,Wipro Limited,Application Support,TECHNOLOGY,,
450358472220,Services,Intercompany Service - Non People,Legal,Outside Counsel Disbursements / Expenses,Timesol-contractor,6328.559841,OUTSIDE COUNSEL FEES,TIMESOL FACILITY MANAGEMENT PVT LTD,Office Supplies,OFFICE UTILITIES,,
450358472230,Services,Intercompany Service - Non People,Services,Other Services,Timesol-India to Overseas Visa,3766.999906,OUTSIDE COUNSEL FEES,TIMESOL FACILITY MANAGEMENT PVT LTD,Office Supplies,OFFICE UTILITIES,,
450328886730,People,Training,Travel,Business Travel,Impact-accomodation,,TRAINING COST,IMPACT INTERNATIONAL,Training,PEOPLE,,
450286776220,#N/A,#N/A,#N/A,#N/A,Diogo: 141/hr @ 170 hr,4552.578939,TRAVEL SERVICES,REGALINDIA TOURS & TRAVELS PVT LTD,Other Travel Costs,TRAVEL,,
